Year,Month,Median montly series,Season
1787,6,69.4,Summer
1787,7,171.3,Summer
1787,8,105.3,Summer
1787,9,52.6,Autumn
1787,10,211.6,Autumn
1787,11,108.6,Autumn
1787,12,123.2,Winter
1788,1,67.6,Winter
1788,2,64.1,Winter
1788,3,57.2,Spring
1788,4,51.6,Spring
1788,5,36.9,Spring
1788,6,44.6,Summer
1788,7,115.7,Summer
1788,8,68.3,Summer
1788,9,77.4,Autumn
1788,10,53.0,Autumn
1788,11,42.5,Autumn
1788,12,18.1,Winter
1789,1,87.6,Winter
1789,2,114.4,Winter
1789,3,29.2,Spring
1789,4,71.8,Spring
1789,5,96.1,Spring
1789,6,137.5,Summer
1789,7,144.8,Summer
1789,8,28.0,Summer
1789,9,110.8,Autumn
1789,10,154.6,Autumn
1789,11,97.4,Autumn
1789,12,144.8,Winter
1790,1,98.2,Winter
1790,2,33.8,Winter
1790,3,22.2,Spring
1790,4,37.0,Spring
1790,5,78.1,Spring
1790,6,98.2,Summer
1790,7,133.1,Summer
1790,8,99.3,Summer
1790,9,106.7,Autumn
1790,10,72.9,Autumn
1790,11,105.6,Autumn
1790,12,171.1,Winter
1791,1,150.1,Winter
1791,2,91.2,Winter
1791,3,45.6,Spring
1791,4,89.0,Spring
1791,5,60.1,Spring
1791,6,32.3,Summer
1791,7,107.9,Summer
1791,8,121.2,Summer
1791,9,46.7,Autumn
1791,10,106.8,Autumn
1791,11,140.1,Autumn
1791,12,121.2,Winter
1792,1,87.6,Winter
1792,2,86.3,Winter
1792,3,102.0,Spring
1792,4,119.0,Spring
1792,5,104.6,Spring
1792,6,60.2,Summer
1792,7,109.9,Summer
1792,8,167.4,Summer
1792,9,155.6,Autumn
1792,10,117.7,Autumn
1792,11,51.0,Autumn
1792,12,146.5,Winter
1793,1,75.4,Winter
1793,2,121.2,Winter
1793,3,94.5,Spring
1793,4,59.2,Spring
1793,5,40.1,Spring
1793,6,68.7,Summer
1793,7,57.3,Summer
1793,8,112.6,Summer
1793,9,74.4,Autumn
1793,10,68.7,Autumn
1793,11,88.8,Autumn
1793,12,93.5,Winter
1794,1,48.2,Winter
1794,2,127.4,Winter
1794,3,64.3,Spring
1794,4,108.8,Spring
1794,5,59.4,Spring
1794,6,32.1,Summer
1794,7,101.4,Summer
1794,8,102.6,Summer
1794,9,111.3,Autumn
1794,10,132.3,Autumn
1794,11,226.3,Autumn
1794,12,122.4,Winter
1795,1,71.2,Winter
1795,2,103.0,Winter
1795,3,85.5,Spring
1795,4,91.0,Spring
1795,5,28.5,Spring
1795,6,101.9,Summer
1795,7,57.0,Summer
1795,8,64.7,Summer
1795,9,16.4,Autumn
1795,10,222.5,Autumn
1795,11,137.0,Autumn
1795,12,117.3,Winter
1796,1,123.4,Winter
1796,2,72.0,Winter
1796,3,29.7,Spring
1796,4,40.5,Spring
1796,5,130.6,Spring
1796,6,59.4,Summer
1796,7,127.0,Summer
1796,8,20.7,Summer
1796,9,101.7,Autumn
1796,10,54.9,Autumn
1796,11,56.7,Autumn
1796,12,83.7,Winter
1797,1,62.8,Winter
1797,2,21.3,Winter
1797,3,68.1,Spring
1797,4,57.4,Spring
1797,5,97.8,Spring
1797,6,52.1,Summer
1797,7,95.7,Summer
1797,8,153.2,Summer
1797,9,125.5,Autumn
1797,10,100.0,Autumn
1797,11,98.9,Autumn
1797,12,130.8,Winter
1798,1,114.7,Winter
1798,2,49.4,Winter
1798,3,35.6,Spring
1798,4,69.2,Spring
1798,5,37.6,Spring
1798,6,50.4,Summer
1798,7,163.2,Summer
1798,8,73.2,Summer
1798,9,125.6,Autumn
1798,10,86.0,Autumn
1798,11,127.6,Autumn
1798,12,56.4,Winter
1799,1,67.8,Winter
1799,2,111.8,Winter
1799,3,55.9,Spring
1799,4,119.4,Spring
1799,5,59.2,Spring
1799,6,46.2,Summer
1799,7,74.2,Summer
1799,8,142.0,Summer
1799,9,109.7,Autumn
1799,10,129.1,Autumn
1799,11,101.1,Autumn
1799,12,59.2,Winter
1800,1,134.8,Winter
1800,2,47.6,Winter
1800,3,44.6,Spring
1800,4,128.9,Spring
1800,5,77.3,Spring
1800,6,25.8,Summer
1800,7,27.8,Summer
1800,8,28.7,Summer
1800,9,127.9,Autumn
1800,10,127.9,Autumn
1800,11,115.0,Autumn
1800,12,105.1,Winter
1801,1,112.8,Winter
1801,2,77.2,Winter
1801,3,86.4,Spring
1801,4,26.4,Spring
1801,5,66.0,Spring
1801,6,28.4,Summer
1801,7,148.3,Summer
1801,8,22.4,Summer
1801,9,110.7,Autumn
1801,10,132.1,Autumn
1801,11,107.7,Autumn
1801,12,97.5,Winter
1802,1,66.8,Winter
1802,2,90.5,Winter
1802,3,46.3,Spring
1802,4,71.1,Spring
1802,5,26.9,Spring
1802,6,76.5,Summer
1802,7,172.4,Summer
1802,8,99.1,Summer
1802,9,62.5,Autumn
1802,10,147.6,Autumn
1802,11,72.2,Autumn
1802,12,145.5,Winter
1803,1,59.1,Winter
1803,2,74.8,Winter
1803,3,52.6,Spring
1803,4,57.5,Spring
1803,5,78.0,Spring
1803,6,64.1,Summer
1803,7,31.2,Summer
1803,8,77.2,Summer
1803,9,55.0,Autumn
1803,10,29.6,Autumn
1803,11,101.9,Autumn
1803,12,140.5,Winter
1804,1,158.4,Winter
1804,2,34.4,Winter
1804,3,126.3,Spring
1804,4,58.5,Spring
1804,5,101.0,Spring
1804,6,63.1,Summer
1804,7,82.6,Summer
1804,8,134.3,Summer
1804,9,36.7,Autumn
1804,10,160.7,Autumn
1804,11,102.2,Autumn
1804,12,89.5,Winter
1805,1,110.1,Winter
1805,2,73.7,Winter
1805,3,73.7,Spring
1805,4,34.6,Spring
1805,5,60.1,Spring
1805,6,52.8,Summer
1805,7,132.0,Summer
1805,8,100.1,Summer
1805,9,91.9,Autumn
1805,10,39.1,Autumn
1805,11,25.5,Autumn
1805,12,116.5,Winter
1806,1,132.1,Winter
1806,2,84.6,Winter
1806,3,45.2,Spring
1806,4,37.1,Spring
1806,5,92.7,Spring
1806,6,39.4,Summer
1806,7,104.3,Summer
1806,8,112.4,Summer
1806,9,88.1,Autumn
1806,10,76.5,Autumn
1806,11,179.6,Autumn
1806,12,166.9,Winter
1807,1,67.3,Winter
1807,2,76.0,Winter
1807,3,25.0,Spring
1807,4,50.0,Spring
1807,5,111.9,Spring
1807,6,55.4,Summer
1807,7,104.3,Summer
1807,8,127.1,Summer
1807,9,168.4,Autumn
1807,10,136.9,Autumn
1807,11,91.2,Autumn
1807,12,72.8,Winter
1808,1,71.9,Winter
1808,2,55.4,Winter
1808,3,17.5,Spring
1808,4,66.7,Spring
1808,5,86.3,Spring
1808,6,63.7,Summer
1808,7,135.5,Summer
1808,8,150.9,Summer
1808,9,58.5,Autumn
1808,10,140.7,Autumn
1808,11,105.8,Autumn
1808,12,73.9,Winter
1809,1,126.9,Winter
1809,2,98.9,Winter
1809,3,40.7,Spring
1809,4,66.4,Spring
1809,5,83.8,Spring
1809,6,86.1,Summer
1809,7,59.4,Summer
1809,8,202.6,Summer
1809,9,132.7,Autumn
1809,10,55.9,Autumn
1809,11,69.8,Autumn
1809,12,140.9,Winter
1810,1,71.3,Winter
1810,2,56.2,Winter
1810,3,88.4,Spring
1810,4,44.2,Spring
1810,5,26.1,Spring
1810,6,42.2,Summer
1810,7,122.5,Summer
1810,8,107.4,Summer
1810,9,73.3,Autumn
1810,10,91.4,Autumn
1810,11,139.6,Autumn
1810,12,141.6,Winter
1811,1,74.4,Winter
1811,2,124.4,Winter
1811,3,76.8,Spring
1811,4,95.4,Spring
1811,5,129.1,Spring
1811,6,57.0,Summer
1811,7,64.0,Summer
1811,8,121.0,Summer
1811,9,48.8,Autumn
1811,10,134.9,Autumn
1811,11,121.0,Autumn
1811,12,116.3,Winter
1812,1,59.3,Winter
1812,2,132.7,Winter
1812,3,88.5,Spring
1812,4,41.0,Spring
1812,5,97.1,Spring
1812,6,83.1,Summer
1812,7,82.0,Summer
1812,8,84.1,Summer
1812,9,80.9,Autumn
1812,10,170.4,Autumn
1812,11,116.5,Autumn
1812,12,43.1,Winter
1813,1,82.8,Winter
1813,2,138.0,Winter
1813,3,44.0,Spring
1813,4,58.3,Spring
1813,5,114.5,Spring
1813,6,49.1,Summer
1813,7,84.9,Summer
1813,8,38.9,Summer
1813,9,103.3,Autumn
1813,10,150.3,Autumn
1813,11,106.3,Autumn
1813,12,52.1,Winter
1814,1,29.7,Winter
1814,2,57.2,Winter
1814,3,44.5,Spring
1814,4,101.7,Spring
1814,5,50.8,Spring
1814,6,58.3,Summer
1814,7,77.3,Summer
1814,8,81.6,Summer
1814,9,39.2,Autumn
1814,10,137.7,Autumn
1814,11,191.7,Autumn
1814,12,188.5,Winter
1815,1,48.8,Winter
1815,2,90.3,Winter
1815,3,111.0,Spring
1815,4,39.4,Spring
1815,5,95.5,Spring
1815,6,82.0,Summer
1815,7,52.9,Summer
1815,8,100.7,Summer
1815,9,121.4,Autumn
1815,10,133.9,Autumn
1815,11,83.0,Autumn
1815,12,78.9,Winter
1816,1,73.4,Winter
1816,2,43.1,Winter
1816,3,68.7,Spring
1816,4,61.8,Spring
1816,5,103.7,Spring
1816,6,76.9,Summer
1816,7,163.1,Summer
1816,8,90.9,Summer
1816,9,136.3,Autumn
1816,10,146.8,Autumn
1816,11,64.1,Autumn
1816,12,136.3,Winter
1817,1,86.1,Winter
1817,2,111.8,Winter
1817,3,86.1,Spring
1817,4,8.9,Spring
1817,5,59.2,Spring
1817,6,106.2,Summer
1817,7,158.7,Summer
1817,8,157.6,Summer
1817,9,35.8,Autumn
1817,10,43.6,Autumn
1817,11,140.8,Autumn
1817,12,122.9,Winter
1818,1,151.3,Winter
1818,2,84.1,Winter
1818,3,153.7,Spring
1818,4,135.7,Spring
1818,5,50.4,Spring
1818,6,68.4,Summer
1818,7,79.3,Summer
1818,8,37.2,Summer
1818,9,121.3,Autumn
1818,10,129.7,Autumn
1818,11,110.5,Autumn
1818,12,79.3,Winter
1819,1,158.8,Winter
1819,2,121.1,Winter
1819,3,51.4,Spring
1819,4,68.5,Spring
1819,5,94.8,Spring
1819,6,102.8,Summer
1819,7,76.5,Summer
1819,8,65.1,Summer
1819,9,82.3,Autumn
1819,10,110.8,Autumn
1819,11,88.0,Autumn
1819,12,122.2,Winter
1820,1,73.7,Winter
1820,2,39.8,Winter
1820,3,77.6,Spring
1820,4,39.8,Spring
1820,5,140.6,Spring
1820,6,66.9,Summer
1820,7,50.4,Summer
1820,8,125.1,Summer
1820,9,86.3,Autumn
1820,10,95.0,Autumn
1820,11,69.8,Autumn
1820,12,104.7,Winter
1821,1,57.7,Winter
1821,2,17.4,Winter
1821,3,117.7,Spring
1821,4,109.0,Spring
1821,5,59.9,Spring
1821,6,12.0,Summer
1821,7,55.6,Summer
1821,8,100.2,Summer
1821,9,124.2,Autumn
1821,10,102.4,Autumn
1821,11,156.9,Autumn
1821,12,176.5,Winter
1822,1,50.9,Winter
1822,2,107.7,Winter
1822,3,122.7,Spring
1822,4,69.5,Spring
1822,5,54.4,Spring
1822,6,34.7,Summer
1822,7,191.0,Summer
1822,8,104.2,Summer
1822,9,53.3,Autumn
1822,10,150.5,Autumn
1822,11,163.2,Autumn
1822,12,55.6,Winter
1823,1,81.9,Winter
1823,2,94.7,Winter
1823,3,85.4,Spring
1823,4,86.5,Spring
1823,5,126.3,Spring
1823,6,44.4,Summer
1823,7,164.9,Summer
1823,8,115.8,Summer
1823,9,90.1,Autumn
1823,10,87.7,Autumn
1823,11,52.6,Autumn
1823,12,139.2,Winter
1824,1,72.1,Winter
1824,2,52.8,Winter
1824,3,74.1,Spring
1824,4,55.8,Spring
1824,5,20.3,Spring
1824,6,54.8,Summer
1824,7,35.5,Summer
1824,8,58.9,Summer
1824,9,90.3,Autumn
1824,10,191.8,Autumn
1824,11,155.3,Autumn
1824,12,153.3,Winter
1825,1,86.2,Winter
1825,2,48.2,Winter
1825,3,65.6,Spring
1825,4,52.3,Spring
1825,5,88.2,Spring
1825,6,72.8,Summer
1825,7,20.5,Summer
1825,8,88.2,Summer
1825,9,104.6,Autumn
1825,10,145.7,Autumn
1825,11,130.3,Autumn
1825,12,123.1,Winter
1826,1,77.2,Winter
1826,2,160.6,Winter
1826,3,60.3,Spring
1826,4,50.6,Spring
1826,5,17.7,Spring
1826,6,8.9,Summer
1826,7,68.3,Summer
1826,8,100.3,Summer
1826,9,72.8,Autumn
1826,10,109.1,Autumn
1826,11,76.3,Autumn
1826,12,83.4,Winter
1827,1,78.9,Winter
1827,2,42.1,Winter
1827,3,155.7,Spring
1827,4,55.7,Spring
1827,5,90.4,Spring
1827,6,91.5,Summer
1827,7,66.3,Summer
1827,8,92.5,Summer
1827,9,70.5,Autumn
1827,10,92.5,Autumn
1827,11,65.2,Autumn
1827,12,150.4,Winter
1828,1,125.7,Winter
1828,2,101.3,Winter
1828,3,62.2,Spring
1828,4,113.5,Spring
1828,5,62.2,Spring
1828,6,67.1,Summer
1828,7,153.8,Summer
1828,8,119.6,Summer
1828,9,64.7,Autumn
1828,10,70.8,Autumn
1828,11,119.6,Autumn
1828,12,159.9,Winter
1829,1,41.1,Winter
1829,2,59.7,Winter
1829,3,42.1,Spring
1829,4,111.6,Spring
1829,5,40.2,Spring
1829,6,72.5,Summer
1829,7,109.7,Summer
1829,8,183.1,Summer
1829,9,83.2,Autumn
1829,10,116.5,Autumn
1829,11,62.7,Autumn
1829,12,56.8,Winter
1830,1,40.1,Winter
1830,2,72.1,Winter
1830,3,68.1,Spring
1830,4,79.2,Spring
1830,5,80.2,Spring
1830,6,61.1,Summer
1830,7,105.2,Summer
1830,8,81.2,Summer
1830,9,130.3,Autumn
1830,10,63.1,Autumn
1830,11,120.2,Autumn
1830,12,101.2,Winter
1831,1,45.1,Winter
1831,2,91.2,Winter
1831,3,109.2,Spring
1831,4,42.8,Spring
1831,5,21.4,Spring
1831,6,71.0,Summer
1831,7,84.5,Summer
1831,8,74.3,Summer
1831,9,84.5,Autumn
1831,10,146.4,Autumn
1831,11,194.8,Autumn
1831,12,161.1,Winter
1832,1,46.8,Winter
1832,2,56.3,Winter
1832,3,80.2,Spring
1832,4,57.3,Spring
1832,5,42.0,Spring
1832,6,94.5,Summer
1832,7,42.0,Summer
1832,8,108.8,Summer
1832,9,40.1,Autumn
1832,10,113.6,Autumn
1832,11,127.9,Autumn
1832,12,145.1,Winter
1833,1,24.4,Winter
1833,2,137.0,Winter
1833,3,34.8,Spring
1833,4,69.7,Spring
1833,5,47.6,Spring
1833,6,126.5,Summer
1833,7,70.8,Summer
1833,8,51.1,Summer
1833,9,117.2,Autumn
1833,10,118.4,Autumn
1833,11,159.0,Autumn
1833,12,204.3,Winter
1834,1,184.3,Winter
1834,2,98.2,Winter
1834,3,65.8,Spring
1834,4,14.2,Spring
1834,5,45.6,Spring
1834,6,101.3,Summer
1834,7,113.4,Summer
1834,8,82.0,Summer
1834,9,79.0,Autumn
1834,10,88.1,Autumn
1834,11,78.0,Autumn
1834,12,62.8,Winter
1835,1,82.7,Winter
1835,2,145.5,Winter
1835,3,88.2,Spring
1835,4,29.8,Spring
1835,5,105.8,Spring
1835,6,38.6,Summer
1835,7,83.8,Summer
1835,8,76.1,Summer
1835,9,137.8,Autumn
1835,10,114.7,Autumn
1835,11,137.8,Autumn
1835,12,61.7,Winter
1836,1,98.2,Winter
1836,2,47.5,Winter
1836,3,115.9,Spring
1836,4,56.3,Spring
1836,5,8.8,Spring
1836,6,83.9,Summer
1836,7,143.5,Summer
1836,8,59.6,Summer
1836,9,128.0,Autumn
1836,10,125.8,Autumn
1836,11,140.2,Autumn
1836,12,96.0,Winter
1837,1,62.8,Winter
1837,2,118.6,Winter
1837,3,35.9,Spring
1837,4,63.8,Spring
1837,5,53.8,Spring
1837,6,61.8,Summer
1837,7,116.6,Summer
1837,8,71.8,Summer
1837,9,79.7,Autumn
1837,10,100.7,Autumn
1837,11,109.6,Autumn
1837,12,121.6,Winter
1838,1,53.8,Winter
1838,2,83.8,Winter
1838,3,85.9,Spring
1838,4,75.5,Spring
1838,5,47.6,Spring
1838,6,97.2,Summer
1838,7,106.5,Summer
1838,8,114.8,Summer
1838,9,59.0,Autumn
1838,10,84.8,Autumn
1838,11,143.8,Autumn
1838,12,81.7,Winter
1839,1,76.0,Winter
1839,2,78.3,Winter
1839,3,92.1,Spring
1839,4,51.8,Spring
1839,5,23.0,Spring
1839,6,89.8,Summer
1839,7,127.8,Summer
1839,8,110.5,Summer
1839,9,163.5,Autumn
1839,10,117.4,Autumn
1839,11,108.2,Autumn
1839,12,112.8,Winter
1840,1,133.8,Winter
1840,2,72.4,Winter
1840,3,11.9,Spring
1840,4,28.4,Spring
1840,5,83.4,Spring
1840,6,68.7,Summer
1840,7,86.2,Summer
1840,8,100.8,Summer
1840,9,77.9,Autumn
1840,10,48.6,Autumn
1840,11,121.0,Autumn
1840,12,83.4,Winter
1841,1,66.5,Winter
1841,2,69.7,Winter
1841,3,90.5,Spring
1841,4,52.0,Spring
1841,5,64.5,Spring
1841,6,67.6,Summer
1841,7,81.1,Summer
1841,8,108.1,Summer
1841,9,93.6,Autumn
1841,10,138.3,Autumn
1841,11,104.0,Autumn
1841,12,104.0,Winter
1842,1,89.2,Winter
1842,2,95.2,Winter
1842,3,93.2,Spring
1842,4,16.8,Spring
1842,5,98.1,Spring
1842,6,60.5,Summer
1842,7,105.1,Summer
1842,8,50.5,Summer
1842,9,93.2,Autumn
1842,10,57.5,Autumn
1842,11,157.6,Autumn
1842,12,74.3,Winter
1843,1,81.8,Winter
1843,2,53.2,Winter
1843,3,61.1,Spring
1843,4,102.5,Spring
1843,5,116.3,Spring
1843,6,76.9,Summer
1843,7,77.9,Summer
1843,8,97.6,Summer
1843,9,46.3,Autumn
1843,10,125.2,Autumn
1843,11,104.5,Autumn
1843,12,42.4,Winter
1844,1,70.9,Winter
1844,2,104.0,Winter
1844,3,79.4,Spring
1844,4,38.8,Spring
1844,5,7.6,Spring
1844,6,73.8,Summer
1844,7,75.7,Summer
1844,8,106.9,Summer
1844,9,68.1,Autumn
1844,10,142.8,Autumn
1844,11,115.4,Autumn
1844,12,62.4,Winter
1845,1,140.5,Winter
1845,2,46.5,Winter
1845,3,50.8,Spring
1845,4,65.9,Spring
1845,5,46.5,Spring
1845,6,105.9,Summer
1845,7,117.8,Summer
1845,8,78.9,Summer
1845,9,65.9,Autumn
1845,10,123.2,Autumn
1845,11,135.1,Autumn
1845,12,103.8,Winter
1846,1,125.5,Winter
1846,2,61.5,Winter
1846,3,111.3,Spring
1846,4,134.9,Spring
1846,5,61.5,Spring
1846,6,54.4,Summer
1846,7,98.2,Summer
1846,8,136.1,Summer
1846,9,79.3,Autumn
1846,10,156.2,Autumn
1846,11,120.7,Autumn
1846,12,43.8,Winter
1847,1,113.2,Winter
1847,2,67.9,Winter
1847,3,54.5,Spring
1847,4,88.5,Spring
1847,5,111.1,Spring
1847,6,47.3,Summer
1847,7,39.1,Summer
1847,8,48.4,Summer
1847,9,66.9,Autumn
1847,10,86.4,Autumn
1847,11,113.2,Autumn
1847,12,192.4,Winter
1848,1,79.4,Winter
1848,2,144.7,Winter
1848,3,93.7,Spring
1848,4,97.2,Spring
1848,5,37.9,Spring
1848,6,98.4,Summer
1848,7,88.9,Summer
1848,8,170.7,Summer
1848,9,77.1,Autumn
1848,10,119.8,Autumn
1848,11,64.0,Autumn
1848,12,113.8,Winter
1849,1,114.5,Winter
1849,2,45.4,Winter
1849,3,37.8,Spring
1849,4,103.7,Spring
1849,5,82.1,Spring
1849,6,19.4,Summer
1849,7,86.4,Summer
1849,8,103.7,Summer
1849,9,142.5,Autumn
1849,10,130.7,Autumn
1849,11,93.9,Autumn
1849,12,119.9,Winter
1850,1,113.5,Winter
1850,2,86.4,Winter
1850,3,38.6,Spring
1850,4,138.3,Spring
1850,5,59.7,Spring
1850,6,54.5,Summer
1850,7,103.4,Summer
1850,8,76.3,Summer
1850,9,70.5,Autumn
1850,10,62.7,Autumn
1850,11,113.1,Autumn
1850,12,104.0,Winter
1851,1,195.0,Winter
1851,2,55.2,Winter
1851,3,79.9,Spring
1851,4,54.7,Spring
1851,5,45.0,Spring
1851,6,101.5,Summer
1851,7,90.3,Summer
1851,8,96.6,Summer
1851,9,49.4,Autumn
1851,10,113.4,Autumn
1851,11,45.4,Autumn
1851,12,68.8,Winter
1852,1,161.4,Winter
1852,2,92.4,Winter
1852,3,44.6,Spring
1852,4,44.4,Spring
1852,5,70.2,Spring
1852,6,179.4,Summer
1852,7,68.6,Summer
1852,8,110.1,Summer
1852,9,57.3,Autumn
1852,10,88.7,Autumn
1852,11,223.2,Autumn
1852,12,208.2,Winter
1853,1,144.7,Winter
1853,2,43.0,Winter
1853,3,83.5,Spring
1853,4,75.3,Spring
1853,5,33.2,Spring
1853,6,77.5,Summer
1853,7,100.5,Summer
1853,8,82.9,Summer
1853,9,60.2,Autumn
1853,10,185.1,Autumn
1853,11,106.0,Autumn
1853,12,48.4,Winter
1854,1,138.6,Winter
1854,2,36.0,Winter
1854,3,37.3,Spring
1854,4,18.8,Spring
1854,5,100.0,Spring
1854,6,110.4,Summer
1854,7,102.6,Summer
1854,8,60.5,Summer
1854,9,47.8,Autumn
1854,10,77.8,Autumn
1854,11,74.6,Autumn
1854,12,94.9,Winter
1855,1,16.5,Winter
1855,2,59.1,Winter
1855,3,86.0,Spring
1855,4,36.7,Spring
1855,5,79.8,Spring
1855,6,68.2,Summer
1855,7,84.1,Summer
1855,8,105.0,Summer
1855,9,50.7,Autumn
1855,10,103.2,Autumn
1855,11,49.2,Autumn
1855,12,87.4,Winter
1856,1,111.6,Winter
1856,2,82.0,Winter
1856,3,35.9,Spring
1856,4,76.2,Spring
1856,5,124.1,Spring
1856,6,59.6,Summer
1856,7,44.7,Summer
1856,8,87.7,Summer
1856,9,91.7,Autumn
1856,10,82.4,Autumn
1856,11,39.3,Autumn
1856,12,115.3,Winter
1857,1,97.2,Winter
1857,2,56.7,Winter
1857,3,98.3,Spring
1857,4,118.7,Spring
1857,5,53.8,Spring
1857,6,81.7,Summer
1857,7,59.4,Summer
1857,8,66.4,Summer
1857,9,90.6,Autumn
1857,10,80.4,Autumn
1857,11,95.7,Autumn
1857,12,64.4,Winter
1858,1,61.4,Winter
1858,2,69.7,Winter
1858,3,51.7,Spring
1858,4,143.5,Spring
1858,5,86.4,Spring
1858,6,43.0,Summer
1858,7,83.0,Summer
1858,8,69.5,Summer
1858,9,85.3,Autumn
1858,10,83.2,Autumn
1858,11,68.6,Autumn
1858,12,141.1,Winter
1859,1,89.8,Winter
1859,2,51.0,Winter
1859,3,90.1,Spring
1859,4,106.9,Spring
1859,5,16.3,Spring
1859,6,36.5,Summer
1859,7,63.1,Summer
1859,8,90.3,Summer
1859,9,132.4,Autumn
1859,10,76.9,Autumn
1859,11,120.0,Autumn
1859,12,115.9,Winter
1860,1,164.6,Winter
1860,2,52.1,Winter
1860,3,86.2,Spring
1860,4,56.4,Spring
1860,5,101.4,Spring
1860,6,154.4,Summer
1860,7,68.3,Summer
1860,8,152.2,Summer
1860,9,52.3,Autumn
1860,10,76.7,Autumn
1860,11,90.9,Autumn
1860,12,88.4,Winter
1861,1,88.9,Winter
1861,2,90.3,Winter
1861,3,120.5,Spring
1861,4,36.0,Spring
1861,5,18.2,Spring
1861,6,99.4,Summer
1861,7,164.4,Summer
1861,8,165.0,Summer
1861,9,174.7,Autumn
1861,10,99.2,Autumn
1861,11,114.5,Autumn
1861,12,78.5,Winter
1862,1,158.9,Winter
1862,2,41.5,Winter
1862,3,104.2,Spring
1862,4,100.0,Spring
1862,5,100.5,Spring
1862,6,91.4,Summer
1862,7,100.2,Summer
1862,8,76.7,Summer
1862,9,63.8,Autumn
1862,10,152.4,Autumn
1862,11,87.8,Autumn
1862,12,126.7,Winter
1863,1,104.0,Winter
1863,2,47.3,Winter
1863,3,100.7,Spring
1863,4,55.5,Spring
1863,5,59.5,Spring
1863,6,83.9,Summer
1863,7,26.7,Summer
1863,8,124.9,Summer
1863,9,114.5,Autumn
1863,10,172.7,Autumn
1863,11,124.0,Autumn
